jobTitle,gender,age,perfEval,edu,dept,seniority,basePay,bonus,random,totalPay
IT,Female,22,3,Masters,Sales,1,15361.538461538461,3247.3076923076924,1,18608.846153846152
Graphic Designer,Male,57,4,Masters,Management,4,73733.54840465305,5589.230769230769,1,79322.77917388381
Financial Analyst,Male,20,4,High School,Operations,2,22026.35994134424,6020.7692307692305,0,28047.12917211347
IT,Female,65,5,Masters,Administration,4,53496.939719610964,6114.615384615385,0,59611.55510422635
Graphic Designer,Female,49,4,PhD,Engineering,2,53820,5703.846153846153,0,59523.846153846156
Sales Associate,Male,19,3,PhD,Management,4,36884.98707142537,6314.615384615385,1,43199.60245604075
Driver,Female,39,3,PhD,Operations,2,39754.35897435897,2846.9230769230767,1,42601.28205128205
Sales Associate,Male,33,3,Masters,Operations,5,53223.76377096947,4870.7692307692305,1,58094.5330017387
Sales Associate,Female,40,3,Masters,Operations,5,48151.794871794875,3673.461538461538,1,51825.256410256414
Driver,Female,21,1,College,Engineering,5,35806.92307692308,5358.461538461538,1,41165.38461538462
Graphic Designer,Male,46,4,High School,Administration,4,51619.35253203849,5741.538461538461,1,57360.89099357695
Financial Analyst,Male,39,4,PhD,Management,3,48871.73555356374,5513.846153846153,0,54385.581707409896
Warehouse Associate,Male,58,5,College,Sales,4,69921.36296130373,6367.692307692308,0,76289.05526899605
Manager,Male,33,4,Masters,Sales,1,47548.92679735417,5456.923076923077,1,53005.84987427725
Marketing Associate,Female,27,4,High School,Sales,4,34798.07692307692,7100,0,41898.07692307692
Graphic Designer,Female,65,5,High School,Operations,4,58133.349976021214,5961.538461538461,0,64094.888437559675
Manager,Female,34,3,Masters,Management,2,55476.92307692308,5582.307692307692,0,61059.23076923077
Software Engineer,Male,56,5,College,Operations,3,55115.13328435041,5980,0,61095.13328435041
Warehouse Associate,Female,34,3,High School,Sales,1,29636.923076923074,2976.5384615384614,1,32613.461538461535
Marketing Associate,Female,35,3,Masters,Sales,2,30988.205128205125,2813.846153846154,1,33802.05128205128
Financial Analyst,Female,49,4,Masters,Sales,4,69951.79487179486,5495.384615384615,0,75447.17948717947
Manager,Female,24,2,PhD,Sales,3,40600.76923076923,3252.3076923076924,1,43853.07692307692
Warehouse Associate,Male,39,4,PhD,Operations,3,40179.52227986188,6225.384615384615,1,46404.906895246495
Warehouse Associate,Male,45,4,High School,Operations,2,49350.25308506593,5318.461538461538,1,54668.71462352747
Driver,Male,32,3,Masters,Engineering,2,37518.899720416644,4906.153846153846,1,42425.05356657049
Graphic Designer,Male,65,5,Masters,Operations,5,53209.68480399296,6542.307692307692,0,59751.992496300656
Software Engineer,Male,52,4,Masters,Administration,5,81523.19690725417,5877.692307692308,1,87400.88921494648
Driver,Female,52,3,College,Administration,2,43523.07692307692,2563.846153846154,1,46086.92307692308
Warehouse Associate,Female,38,2,College,Administration,5,48372.30769230769,3178.846153846154,1,51551.153846153844
Financial Analyst,Male,19,4,Masters,Operations,2,20094.86301335398,6509.230769230769,0,26604.09378258475
Graphic Designer,Male,20,2,Masters,Engineering,5,39852.92839471166,4700.7692307692305,1,44553.69762548088
Sales Associate,Female,29,3,PhD,Operations,2,22655.76923076923,4996.153846153846,0,27651.923076923078
Data Scientist,Female,29,4,College,Operations,1,24037.69230769231,6106.923076923077,0,30144.615384615387
Driver,Female,18,1,Masters,Sales,4,27870.76923076923,4920.7692307692305,1,32791.53846153846
Software Engineer,Male,64,5,High School,Operations,2,51130.83936023501,5249.230769230769,1,56380.07012946578
IT,Male,55,5,College,Sales,3,56789.145831169306,6010,0,62799.145831169306
Warehouse Associate,Female,22,2,High School,Sales,5,35741.53846153846,5491.538461538461,0,41233.07692307692
Software Engineer,Male,59,4,Masters,Engineering,4,89138.15493915838,5462.307692307692,0,94600.46263146607
Financial Analyst,Male,30,5,Masters,Sales,1,43612.614369285904,6049.230769230769,1,49661.84513851667
Marketing Associate,Female,50,4,PhD,Administration,1,47064.10256410256,3015.3846153846152,1,50079.48717948718
Graphic Designer,Female,27,4,PhD,Sales,1,26601.923076923074,6511.538461538461,0,33113.46153846153
Driver,Male,27,3,College,Engineering,5,35895.82527830722,5983.076923076923,0,41878.90220138414
Sales Associate,Female,57,4,Masters,Operations,3,47373.414220810766,3453.846153846154,1,50827.26037465692
Manager,Male,48,4,College,Management,1,68203.66145274235,5946.153846153846,0,74149.8152988962
Manager,Female,62,4,Masters,Sales,4,72902.82411267873,6006.153846153846,0,78908.97795883258
IT,Male,64,5,PhD,Management,2,45247.937319026394,5738.461538461538,0,50986.39885748793
Data Scientist,Female,29,3,High School,Management,4,29025.384615384613,5973.076923076923,0,34998.46153846154
Driver,Male,40,5,College,Engineering,2,38197.89447559152,6013.076923076923,1,44210.971398668444
Financial Analyst,Male,58,4,College,Management,4,64664.77198979282,5193.076923076923,1,69857.84891286974
Warehouse Associate,Female,22,3,College,Sales,4,30394.23076923077,6265.384615384615,0,36659.61538461538
Graphic Designer,Female,59,3,PhD,Management,4,59699.264449914044,3081.9230769230767,1,62781.18752683712
Financial Analyst,Female,36,4,High School,Administration,5,62672.30769230769,6461.538461538461,0,69133.84615384616
Marketing Associate,Female,55,3,Masters,Operations,1,37080.993543462566,2571.153846153846,1,39652.14738961641
Driver,Female,54,3,College,Management,2,48265.64102564102,2703.076923076923,1,50968.717948717946
Software Engineer,Male,63,4,High School,Administration,5,69341.26394491384,6080.7692307692305,0,75422.03317568307
Warehouse Associate,Male,18,2,College,Administration,5,30151.141568018444,5950,1,36101.141568018444
Sales Associate,Female,31,3,High School,Operations,3,40458.97435897436,5453.076923076923,0,45912.05128205128
Manager,Male,48,4,PhD,Sales,4,85567.39214848864,5863.076923076923,1,91430.46907156556
Driver,Female,58,4,High School,Sales,5,63290.28776020988,5573.846153846153,0,68864.13391405603
Software Engineer,Female,41,4,PhD,Sales,1,45617.94871794872,6113.076923076923,0,51731.02564102564
Graphic Designer,Female,22,2,College,Operations,2,22428.46153846154,2903.846153846154,1,25332.30769230769
IT,Male,63,5,Masters,Operations,5,65393.82603601312,6683.076923076923,0,72076.90295909005
Data Scientist,Male,23,3,Masters,Administration,1,20741.976397028408,5570.7692307692305,0,26312.745627797638
Sales Associate,Male,63,5,PhD,Operations,4,62113.45498690675,6430.7692307692305,1,68544.22421767598
Software Engineer,Female,28,3,College,Engineering,5,44096.53846153846,6713.076923076923,0,50809.61538461538
Marketing Associate,Female,22,3,PhD,Operations,1,14887.692307692307,3111.5384615384614,1,17999.23076923077
Driver,Female,62,3,PhD,Engineering,1,38501.7984716531,2466.5384615384614,1,40968.33693319156
Software Engineer,Male,65,4,High School,Management,5,82789.9399605767,5130,0,87919.9399605767
Financial Analyst,Male,51,4,PhD,Operations,4,65435.38714141586,5060,1,70495.38714141585
Driver,Male,57,5,College,Management,1,32370.515302110533,5302.307692307692,1,37672.822994418224
Manager,Male,59,4,PhD,Sales,5,95202.85905829024,5210,0,100412.85905829024
Data Scientist,Female,45,2,Masters,Sales,5,70638.97435897436,2658.4615384615386,1,73297.43589743589
Graphic Designer,Male,24,3,College,Engineering,2,21144.46366469963,5147.692307692308,0,26292.155972391938
Sales Associate,Male,61,5,PhD,Management,1,50920.81288660713,6513.846153846153,1,57434.65904045328
Manager,Female,60,3,PhD,Management,3,76838.88279925965,3213.076923076923,1,80051.95972233657
Sales Associate,Female,28,2,PhD,Sales,3,34973.07692307692,2850.3846153846152,1,37823.46153846154
Marketing Associate,Female,41,3,College,Sales,3,38773.846153846156,3376.9230769230767,1,42150.769230769234
Financial Analyst,Female,35,4,Masters,Management,2,35918.97435897436,5730,0,41648.97435897436
Financial Analyst,Male,35,4,College,Administration,4,47559.37483484147,5894.615384615385,1,53453.99021945685
Driver,Female,38,2,Masters,Management,2,40395.38461538462,2520.7692307692305,1,42916.153846153844
Data Scientist,Female,57,3,High School,Management,1,41306.23473363129,2620.7692307692305,1,43927.003964400516
Driver,Female,19,2,College,Sales,2,31019.615384615383,3846.153846153846,0,34865.76923076923
Graphic Designer,Male,55,5,Masters,Engineering,1,44829.08891800726,6406.153846153846,1,51235.24276416111
Manager,Male,62,5,PhD,Engineering,3,83198.15480802117,6230.7692307692305,1,89428.9240387904
Driver,Female,31,3,Masters,Engineering,2,30097.435897435895,5088.461538461538,0,35185.89743589743
Marketing Associate,Female,49,3,College,Sales,4,57087.692307692305,2938.4615384615386,1,60026.153846153844
Driver,Male,37,4,College,Engineering,3,38553.38955558893,6341.538461538461,0,44894.92801712739
Marketing Associate,Female,24,2,PhD,Operations,4,22746.923076923074,2747.6923076923076,1,25494.615384615383
Manager,Male,32,3,High School,Operations,4,63483.68240570853,4839.2307692307695,1,68322.9131749393
Sales Associate,Male,28,3,Masters,Administration,5,45993.391933897394,5412.307692307692,1,51405.69962620509
Marketing Associate,Female,38,2,High School,Management,5,37329.230769230766,4433.846153846153,0,41763.07692307692
Software Engineer,Male,65,5,Masters,Sales,1,64371.433305762475,5769.230769230769,1,70140.66407499324
Marketing Associate,Female,53,4,College,Administration,1,37547.692307692305,2667.3076923076924,1,40215
Warehouse Associate,Male,46,3,High School,Operations,4,50402.897206737085,4756.923076923077,1,55159.82028366016
Marketing Associate,Female,57,3,College,Operations,3,37472.38857978513,2689.6153846153843,1,40162.003964400516
Marketing Associate,Female,45,2,College,Engineering,4,48041.53846153846,2570,1,50611.53846153846
Warehouse Associate,Female,34,2,PhD,Management,5,59230.25641025641,5153.846153846153,0,64384.10256410256
Marketing Associate,Male,25,3,College,Operations,4,22061.305554711696,5023.076923076923,1,27084.38247778862
Data Scientist,Female,33,3,High School,Administration,3,37726.153846153844,4912.307692307692,0,42638.46153846154
Financial Analyst,Male,64,5,High School,Operations,3,41760.90947513505,5950.7692307692305,1,47711.67870590428
Marketing Associate,Female,23,2,PhD,Administration,3,24390,2675,1,27065
Software Engineer,Male,26,3,High School,Sales,2,20299.13784635502,4880.7692307692305,1,25179.90707712425
Warehouse Associate,Female,24,2,High School,Management,1,25378.46153846154,3174.230769230769,1,28552.69230769231
Driver,Male,49,4,Masters,Administration,5,70166.96995784364,5184.615384615385,0,75351.58534245903
Data Scientist,Male,19,2,PhD,Management,5,29942.35868389317,4964.615384615385,1,34906.974068508556
Sales Associate,Female,47,3,College,Administration,4,58733.33333333333,4894.615384615385,0,63627.94871794871
Software Engineer,Male,36,4,PhD,Management,3,64411.37557242216,6605.384615384615,0,71016.76018780678
Warehouse Associate,Female,42,3,Masters,Engineering,1,46987.179487179485,5100.7692307692305,0,52087.94871794872
Marketing Associate,Female,50,5,High School,Operations,1,41473.84615384615,5743.076923076923,0,47216.92307692307
Manager,Male,21,2,College,Administration,5,46471.195680539226,5530,1,52001.195680539226
Marketing Associate,Female,49,3,PhD,Operations,5,58192.30769230769,2905.7692307692305,1,61098.07692307692
IT,Female,49,4,College,Engineering,1,43892.82051282051,4246.153846153846,0,48138.97435897435
Sales Associate,Male,48,3,Masters,Engineering,5,72307.19991893446,5260.7692307692305,1,77567.9691497037
Graphic Designer,Female,22,2,Masters,Operations,4,41686.53846153846,5059.2307692307695,0,46745.769230769234
Financial Analyst,Male,20,3,PhD,Operations,3,27613.7217195293,6057.692307692308,1,33671.41402722161
Financial Analyst,Male,47,5,College,Operations,3,54072.99819807443,5856.923076923077,1,59929.921274997505
Financial Analyst,Male,60,5,High School,Engineering,4,65863.41734777886,6101.538461538461,1,71964.95580931733
Marketing Associate,Male,27,4,College,Management,1,19103.21090750895,5014.615384615385,1,24117.826292124337
Sales Associate,Male,20,3,College,Operations,1,9630.174630368794,4960,0,14590.174630368794
IT,Male,59,5,PhD,Operations,1,35535.67627027457,5200,1,40735.67627027457
Data Scientist,Female,20,3,High School,Engineering,1,16236.923076923076,5870.7692307692305,0,22107.692307692305
IT,Female,45,4,College,Operations,2,41346.666666666664,5695.384615384615,0,47042.05128205128
Marketing Associate,Female,34,3,High School,Sales,5,41706.153846153844,5535.384615384615,0,47241.53846153846
Software Engineer,Male,59,4,High School,Operations,4,63116.76223688849,5590.7692307692305,0,68707.53146765773
Manager,Male,53,4,College,Management,1,75428.54323062157,5343.076923076923,0,80771.62015369849
Financial Analyst,Female,20,2,High School,Operations,3,24514.23076923077,2691.9230769230767,1,27206.153846153848
Data Scientist,Male,28,3,Masters,Sales,3,29928.72043240119,4456.923076923077,1,34385.64350932427
IT,Female,38,4,High School,Sales,2,40108.71794871795,5386.923076923077,0,45495.64102564103
Manager,Male,43,3,PhD,Management,2,70823.64899779984,5183.846153846153,0,76007.495151646
Marketing Associate,Female,36,2,PhD,Sales,3,42961.53846153846,2817.3076923076924,1,45778.846153846156
Data Scientist,Male,45,3,PhD,Administration,5,71662.91526475587,6266.923076923077,0,77929.83834167894
Warehouse Associate,Female,19,2,Masters,Administration,2,30531.153846153844,5361.538461538461,0,35892.692307692305
IT,Male,18,4,PhD,Sales,1,18032.831762947004,5814.615384615385,1,23847.447147562387
Financial Analyst,Male,59,5,PhD,Management,1,44630.23010732123,6248.461538461538,0,50878.69164578277
IT,Male,34,3,College,Sales,4,47621.684114163516,4813.076923076923,0,52434.76103724044
Manager,Male,32,3,Masters,Management,5,67521.69502390048,5939.230769230769,1,73460.92579313125
Software Engineer,Male,29,3,Masters,Operations,2,34128.7164174263,5573.846153846153,0,39702.56257127246
Financial Analyst,Female,46,3,College,Administration,4,64552.820512820515,2978.4615384615386,1,67531.28205128205
Marketing Associate,Female,49,5,High School,Sales,2,54871.794871794875,6224.615384615385,0,61096.41025641026
Manager,Male,48,3,College,Management,5,86827.6556865418,5330,1,92157.6556865418
Marketing Associate,Female,34,4,College,Administration,1,26621.53846153846,5514.615384615385,0,32136.153846153844
Driver,Female,45,2,PhD,Management,3,43702.5641025641,2785.3846153846152,1,46487.94871794872
IT,Male,58,4,College,Management,5,71868.74624764669,5382.307692307692,1,77251.05393995438
Manager,Male,21,2,PhD,Operations,3,32274.883531115534,5056.153846153846,1,37331.03737726938
Graphic Designer,Female,26,1,Masters,Administration,5,38906.153846153844,5182.307692307692,1,44088.46153846154
Manager,Male,20,2,PhD,Operations,4,42469.94594376327,5049.2307692307695,1,47519.17671299404
Software Engineer,Male,60,4,Masters,Sales,5,81346.44991684608,5066.153846153846,1,86412.60376299992
Driver,Male,57,4,College,Sales,4,71484.77266233639,4647.692307692308,0,76132.4649700287
Sales Associate,Female,47,3,College,Engineering,2,48233.333333333336,4709.2307692307695,0,52942.56410256411
Warehouse Associate,Male,31,4,High School,Engineering,2,35887.37738230542,5786.153846153846,0,41673.531228459266
Driver,Female,56,3,PhD,Sales,3,49217.037518993486,2818.846153846154,1,52035.88367283964
Manager,Male,57,4,Masters,Administration,4,76051.71942623683,4862.307692307692,1,80914.02711854452
Graphic Designer,Male,63,5,PhD,Engineering,1,52385.949296314604,6016.923076923077,0,58402.87237323768
Software Engineer,Male,63,5,College,Operations,2,60069.33624673892,5636.153846153846,0,65705.49009289277
Data Scientist,Male,23,3,High School,Sales,3,30147.889535854527,5324.615384615385,0,35472.50492046991
Manager,Female,45,2,High School,Management,5,78290.2564102564,4876.923076923077,0,83167.17948717948
Marketing Associate,Female,46,3,PhD,Sales,2,40198.97435897436,2733.076923076923,1,42932.05128205128
Sales Associate,Male,63,5,High School,Sales,1,35973.868735063596,5881.538461538461,1,41855.40719660206
Software Engineer,Male,20,2,PhD,Engineering,4,36388.39137037801,5110,1,41498.39137037801
Financial Analyst,Male,45,4,High School,Operations,2,43531.05017442541,4992.307692307692,0,48523.3578667331
Software Engineer,Male,65,4,High School,Engineering,1,47883.44882904186,4566.923076923077,0,52450.37190596494
Sales Associate,Female,63,3,PhD,Engineering,3,57619.89100001086,2904.6153846153843,1,60524.50638462624
Warehouse Associate,Male,26,3,High School,Sales,3,25406.07912079981,5599.230769230769,1,31005.30989003058
Software Engineer,Male,60,3,PhD,Management,5,79116.75249930103,4953.076923076923,1,84069.82942237795
Marketing Associate,Female,36,2,Masters,Sales,3,40124.61538461538,2027.6923076923076,1,42152.30769230769
Manager,Male,63,5,Masters,Operations,1,63302.0400811291,4935.384615384615,0,68237.42469651371
Marketing Associate,Male,33,3,PhD,Administration,2,24761.058470293552,3963.846153846154,0,28724.904624139705
Warehouse Associate,Female,41,2,College,Engineering,3,47743.58974358974,2652.6923076923076,1,50396.28205128205
Graphic Designer,Female,55,2,College,Sales,5,60859.45508192412,2517.3076923076924,1,63376.762774231815
Sales Associate,Female,21,2,College,Operations,5,33368.46153846154,5471.538461538461,0,38840
Data Scientist,Male,31,3,College,Operations,1,37920.762260801406,4636.153846153846,0,42556.91610695525
Data Scientist,Male,41,3,Masters,Administration,4,56049.34188886372,5085.384615384615,0,61134.726504248334
Manager,Male,27,3,High School,Operations,1,30067.94049133028,5295.384615384615,1,35363.325106714896
Data Scientist,Female,55,3,Masters,Administration,4,63428.685851154885,4459.2307692307695,0,67887.91662038566
Data Scientist,Male,41,4,PhD,Administration,1,33723.70893464997,5701.538461538461,0,39425.24739618843
Warehouse Associate,Male,33,3,College,Administration,1,39482.52416938159,5062.307692307692,1,44544.83186168929
Data Scientist,Female,46,3,College,Administration,3,59792.820512820515,4755.384615384615,0,64548.20512820513
Software Engineer,Male,45,4,Masters,Operations,2,52329.748459747185,4977.692307692308,0,57307.44076743949
Graphic Designer,Male,47,3,College,Administration,5,62531.10107639315,6121.538461538461,1,68652.63953793161
Software Engineer,Male,58,4,Masters,Engineering,5,88807.78790114031,5618.461538461538,1,94426.24943960184
Warehouse Associate,Male,64,4,High School,Operations,3,53778.9911422618,4738.461538461538,0,58517.45268072334
Software Engineer,Male,40,2,High School,Management,2,55209.877780748604,4343.076923076923,1,59552.954703825526
Marketing Associate,Female,18,2,High School,Engineering,2,13680,2546.153846153846,1,16226.153846153846
Software Engineer,Male,42,3,Masters,Engineering,5,72420.2861430728,4999.2307692307695,0,77419.51691230356
Software Engineer,Male,30,2,Masters,Engineering,5,65466.051600010855,4661.538461538461,1,70127.59006154932
Software Engineer,Male,39,4,PhD,Management,1,51894.7555538568,5878.461538461538,0,57773.21709231834
Manager,Male,31,3,PhD,Engineering,2,64255.47806476218,5608.461538461538,0,69863.93960322371
Data Scientist,Female,34,2,PhD,Administration,1,42751.28205128205,2773.4615384615386,1,45524.743589743586
Data Scientist,Male,32,3,PhD,Sales,4,55227.95516667481,6237.692307692308,0,61465.64747436711
Marketing Associate,Female,24,3,High School,Engineering,3,19793.46153846154,5088.461538461538,0,24881.923076923078
IT,Female,46,3,High School,Operations,3,55167.179487179485,2760.3846153846152,1,57927.5641025641
Warehouse Associate,Male,49,3,PhD,Operations,4,55308.40778589957,4826.153846153846,0,60134.56163205342
Software Engineer,Male,30,2,College,Administration,5,38417.41588311517,5150.7692307692305,0,43568.18511388441
Manager,Male,46,4,Masters,Sales,1,63404.14317961494,5376.153846153846,1,68780.29702576878
Manager,Female,53,3,High School,Operations,3,69746.15384615384,2813.076923076923,1,72559.23076923077
Graphic Designer,Male,62,5,Masters,Sales,1,36726.654092820136,5043.076923076923,1,41769.73101589706
Financial Analyst,Female,63,4,Masters,Operations,1,42694.76279488265,4030,0,46724.76279488265
Manager,Male,18,1,Masters,Management,5,45957.925891688225,3673.076923076923,0,49631.00281476515
Sales Associate,Female,30,2,High School,Administration,4,47480,2690.7692307692305,1,50170.769230769234
Sales Associate,Female,61,3,PhD,Management,4,61220.8335524753,5028.461538461538,0,66249.29509093684
Sales Associate,Male,58,4,PhD,Administration,3,60274.05520654458,5721.538461538461,1,65995.59366808305
Graphic Designer,Male,55,4,College,Sales,2,38858.85862326387,5340,0,44198.85862326387
Financial Analyst,Female,36,2,College,Engineering,2,34241.02564102564,2375.7692307692305,1,36616.794871794875
Graphic Designer,Male,65,4,College,Management,4,60348.01945221938,5331.538461538461,0,65679.55791375783
Marketing Associate,Female,49,4,Masters,Sales,3,44403.07692307692,5124.615384615385,0,49527.692307692305
Warehouse Associate,Male,38,3,College,Management,3,46168.28503277032,5482.307692307692,1,51650.592725078015
Warehouse Associate,Female,22,1,PhD,Operations,5,44374.230769230766,4838.461538461538,1,49212.692307692305
Financial Analyst,Male,22,3,PhD,Administration,2,23619.851898199016,5203.846153846153,1,28823.69805204517
Sales Associate,Male,51,3,PhD,Operations,4,63265.83412377357,4574.615384615385,0,67840.44950838896
Graphic Designer,Male,61,4,Masters,Engineering,2,53823.37403889534,4918.461538461538,0,58741.83557735688
Manager,Male,62,4,PhD,Engineering,1,60901.36769895914,3665.3846153846152,1,64566.75231434376
Driver,Female,21,1,PhD,Management,4,34542.30769230769,5170.7692307692305,1,39713.07692307692
Sales Associate,Male,28,3,College,Management,3,33476.46958885019,6276.923076923077,1,39753.392665773266
Financial Analyst,Male,32,4,Masters,Sales,3,40057.37032999364,6180.7692307692305,0,46238.139560762866
Manager,Male,57,4,Masters,Operations,3,71048.29880855107,5306.153846153846,1,76354.45265470492
Driver,Female,52,3,High School,Operations,1,43523.58974358974,2406.9230769230767,1,45930.51282051282
Software Engineer,Male,64,5,High School,Sales,2,55050.77300514527,5723.076923076923,1,60773.84992822219
Data Scientist,Male,58,5,High School,Operations,1,40755.170557032136,5576.923076923077,1,46332.09363395521
IT,Female,36,2,PhD,Management,3,39250.256410256414,2581.153846153846,1,41831.41025641026
Data Scientist,Male,44,3,Masters,Management,3,66244.44042836783,5255.384615384615,0,71499.82504375244
Financial Analyst,Male,39,3,Masters,Engineering,4,68956.88051236268,4214.615384615385,1,73171.49589697807
IT,Male,23,4,PhD,Administration,1,21843.464331265302,6240.7692307692305,0,28084.233562034533
Marketing Associate,Male,40,2,PhD,Sales,5,63288.888961831006,4243.076923076923,0,67531.96588490793
Marketing Associate,Female,18,2,Masters,Management,5,29482.30769230769,4996.923076923077,0,34479.230769230766
Graphic Designer,Female,63,3,College,Management,5,57643.99356411342,5044.615384615385,0,62688.608948728805
Financial Analyst,Female,43,2,College,Sales,5,60045.641025641016,2473.846153846154,1,62519.48717948717
Driver,Female,50,3,High School,Engineering,2,48842.05128205128,4842.307692307692,0,53684.35897435898
Warehouse Associate,Male,23,2,College,Management,4,31031.032770833044,5507.692307692308,1,36538.72507852535
Warehouse Associate,Female,22,2,Masters,Sales,2,26792.30769230769,4579.2307692307695,0,31371.53846153846
Manager,Male,60,4,College,Sales,2,76714.15772383219,5213.076923076923,0,81927.23464690911
Financial Analyst,Female,50,2,PhD,Operations,2,52876.92307692308,2048.846153846154,1,54925.769230769234
Sales Associate,Female,33,2,College,Engineering,4,45352.82051282051,4946.153846153846,0,50298.97435897435
Warehouse Associate,Male,25,3,College,Administration,1,23328.073837695374,5725.384615384615,0,29053.45845307999
Manager,Male,48,3,PhD,Operations,1,62073.253547369226,3200.7692307692305,1,65274.02277813846
Software Engineer,Male,35,2,Masters,Management,3,62898.95340082099,4790.7692307692305,0,67689.72263159022
Graphic Designer,Female,37,1,Masters,Management,3,53621.53846153846,4213.076923076923,1,57834.61538461538
IT,Female,43,3,Masters,Management,4,49217.43589743589,5424.615384615385,0,54642.051282051274
Warehouse Associate,Male,53,3,PhD,Engineering,5,80650.79312931022,5281.538461538461,0,85932.33159084868
Financial Analyst,Male,40,3,PhD,Sales,3,46522.973254762066,4802.307692307692,1,51325.28094706976
Manager,Male,56,3,Masters,Engineering,4,87290.97578097727,4226.923076923077,1,91517.89885790035
Financial Analyst,Male,45,4,Masters,Management,2,61094.79459398568,6154.615384615385,0,67249.40997860106
Data Scientist,Female,57,3,PhD,Sales,1,43133.41422081077,2520,1,45653.41422081077
IT,Male,33,3,College,Management,3,49048.541855575146,5717.692307692308,0,54766.23416326745
Graphic Designer,Male,49,3,Masters,Operations,5,74405.32353341246,4873.846153846153,0,79279.16968725862
Manager,Male,23,3,College,Sales,3,42027.075989033525,5194.615384615385,0,47221.69137364891
Manager,Male,60,4,College,Management,3,87247.32506918519,5548.461538461538,0,92795.78660764672
Manager,Female,41,3,PhD,Management,1,58784.102564102555,5240,0,64024.102564102555
Financial Analyst,Male,20,2,PhD,Engineering,4,42746.25142937022,4571.538461538461,1,47317.78989090868
Financial Analyst,Male,56,4,High School,Engineering,3,55027.552544224556,4963.846153846153,1,59991.39869807071
Warehouse Associate,Male,38,3,High School,Administration,2,42495.954434980275,4630.7692307692305,0,47126.72366574951
Marketing Associate,Female,55,4,High School,Administration,2,37540.48072294975,4283.846153846153,0,41824.32687679591
Driver,Female,20,1,College,Management,3,25708.846153846152,4328.461538461538,0,30037.30769230769
Driver,Female,34,1,High School,Management,3,34712.82051282051,4355.384615384615,1,39068.205128205125
Manager,Female,32,1,PhD,Management,2,59416.92307692308,4521.538461538461,1,63938.46153846154
Graphic Designer,Female,49,2,PhD,Engineering,4,66265.1282051282,2771.153846153846,1,69036.28205128205
Graphic Designer,Male,29,3,PhD,Operations,2,24337.819464661967,4796.153846153846,1,29133.97331081581
Data Scientist,Female,49,2,College,Engineering,4,68866.66666666667,2808.076923076923,1,71674.7435897436
Warehouse Associate,Male,33,1,College,Engineering,5,57216.50467921968,4246.153846153846,0,61462.658525373525
Software Engineer,Male,30,2,College,Administration,4,42383.61882395587,4808.461538461538,1,47192.08036241741
Warehouse Associate,Male,61,3,PhD,Engineering,4,67334.71775914433,5100,0,72434.71775914433
Driver,Male,25,3,College,Engineering,1,13307.989473060512,4483.846153846153,1,17791.835626906664
Data Scientist,Female,37,2,College,Sales,5,50700.51282051281,5536.923076923077,0,56237.43589743589
Sales Associate,Female,24,1,Masters,Management,3,29677.692307692305,5307.692307692308,1,34985.38461538461
Driver,Male,42,3,PhD,Operations,4,60616.82912629493,4606.923076923077,0,65223.752203218006
Sales Associate,Male,55,4,College,Administration,3,61238.00216042096,5145.384615384615,1,66383.38677580557
Data Scientist,Male,35,2,College,Operations,5,52138.88435863651,5055.384615384615,0,57194.26897402113
Sales Associate,Female,35,2,College,Management,4,45205.64102564102,4889.2307692307695,0,50094.8717948718
IT,Male,40,3,College,Administration,3,39936.24995218741,4283.846153846153,0,44220.09610603357
IT,Male,36,3,Masters,Engineering,2,34996.05431946087,4970.7692307692305,1,39966.823550230096
Driver,Male,30,4,Masters,Operations,1,40154.42554567573,6491.538461538461,1,46645.96400721419
Financial Analyst,Male,58,4,College,Operations,4,64827.64827989951,4992.307692307692,1,69819.9559722072
Warehouse Associate,Male,61,3,High School,Management,3,52653.882887011154,4455.384615384615,1,57109.26750239577
IT,Female,37,2,High School,Sales,2,29577.435897435895,2274.6153846153848,1,31852.05128205128
IT,Female,42,2,High School,Engineering,2,36501.02564102564,2313.846153846154,1,38814.8717948718
Data Scientist,Female,41,1,PhD,Engineering,2,50690.25641025641,4921.538461538461,1,55611.79487179487
Manager,Male,59,4,College,Engineering,2,69921.39075442836,4710.7692307692305,0,74632.15998519759
Software Engineer,Male,53,3,High School,Management,3,64139.71479860592,5090.7692307692305,0,69230.48402937515
Manager,Male,22,2,Masters,Operations,4,32822.11661322058,4783.846153846153,1,37605.96276706674
Graphic Designer,Male,44,3,PhD,Sales,1,33220.56655505212,4556.923076923077,1,37777.4896319752
Manager,Male,57,3,PhD,Operations,5,80475.63150428869,4601.538461538461,1,85077.16996582714
Graphic Designer,Male,30,2,Masters,Management,4,37087.470960776256,4997.692307692308,1,42085.16326846856
Data Scientist,Female,33,3,College,Sales,1,38675.89743589743,4787.692307692308,0,43463.589743589735
Graphic Designer,Male,22,2,High School,Sales,3,23495.999813116137,4140.7692307692305,0,27636.769043885368
Marketing Associate,Female,52,2,High School,Sales,3,51427.17948717949,2180,1,53607.17948717949
Financial Analyst,Female,23,1,College,Administration,5,39297.692307692305,5277.692307692308,1,44575.38461538461
Graphic Designer,Male,23,1,PhD,Management,5,35199.59490750075,3950.7692307692305,1,39150.364138269986
Sales Associate,Female,19,1,College,Management,4,35025.38461538462,3861.5384615384614,0,38886.92307692308
